id,content,sender,sentTime
1,"모두 어떤 업체를 가장 선호하시나요?","🤵음료수","2024-12-19 16:52:19"
2,"저는 업체 3이 가장 끌립니다!","🤵음료수","2024-12-19 16:52:29"
3,"저는 업체1이 가장 끌리네요","🤵화난튜브","2024-12-19 16:52:40"
4,"저도 업체 3이 가장 끌립니다","👶프로도","2024-12-19 16:52:54"
5,"저는 업체 1이 가장 끌립니다!","🤵호잇","2024-12-19 16:54:21"
6,"1번 3번으로 갈리네요","🤵호잇","2024-12-19 16:54:43"
7,"이번 프로젝트가 대규모인데다가 고객사쪽에서 저희한테 검증된 파트너를 원한다는 의견을 전달해온 상황이잖아요? 그래서 오래 협업해온 1번이 가장 적절하다고 생각해요","🤵화난튜브","2024-12-19 16:55:02"
8,"네 저도요 특히 고객 피드백 점수가 가장 높다는 점도 메리트가 있다고 생각합니다","🤵호잇","2024-12-19 16:55:29"
9,"완료 프로젝트가 28개인데에 비해 성과점수가 81점으로 가장 낮다는 점은 어떻게 생각하시나요?","👶프로도","2024-12-19 16:56:08"
10,"그 부분은 조금 걸리긴 하지만 업체 2와 3이 완료 프로젝트 수가 현저히 적어서..","🤵화난튜브","2024-12-19 16:57:39"
11,"<span style=""font-size: 16.92px;"">음료수님 프로도님 3번 고르신 이유를 들어볼 수 있을까요?</span>","🤵화난튜브","2024-12-19 16:57:57"
12,"고객 피드백 점수가 높은 만큼 함께 보완해나갈 수 있는 점이라고 생각합니다","🤵호잇","2024-12-19 16:58:00"
13,"말씀해주세요!","🤵호잇","2024-12-19 16:58:13"
14,"완료 프로젝트 수는 저희 회사와 협업한 수이고 그 회사에서 완료한 총 프로젝트 수는 아니기 때문에 다른 회사와의 협업 경험을 토대로 우리 회사와도 원만한 협업을 진행할 수 있을거라고 생각합니다","🤵음료수","2024-12-19 16:58:58"
15,"고객 리뷰수도 신뢰를 하지 못할만큼 적은 수는 아니라고 생각이드네요!","🤵음료수","2024-12-19 16:59:48"
16,"주 고객이 직접 연관되었다는 점에서 2번 업체는 어려울 것같다 생각했고,<br>1번 업체의 경우 빠르게 변화하는 시장 환경 속에서 내부 안정성을 강화하고 외부 경쟁력을 유지해야 하는 중요한 과도기에 놓여있는 기업 입장에서 봤을 때 효율성이 낮은 성과점수를 보여 부정적으로 생각했습니다!","👶프로도","2024-12-19 16:59:52"
17,"음료수님 말을 반대로 생각하면 저희와 협업을 한 프로젝트가 없어서 저희 회사의 특성에 잘 맞춰서 업무를 잘 할거라는 보장이 없다고 생각해요.","🤵화난튜브","2024-12-19 17:00:25"
18,"&nbsp;그 부분은 지역 엔지니어링 우수성 인정이라는 수상내역까지 있어, 성장 및 보완 가능성이 높다고 생각합니다","👶프로도","2024-12-19 17:01:00"
19,"그러면 고객피드백이 업체 1이 4.6인 점에 비해 2와 3이 2.9 4인 부분에 대해서는 어떻게 생각하시나요?","🤵화난튜브","2024-12-19 17:01:45"
20,"3.9네요!! 오타입니다","🤵화난튜브","2024-12-19 17:01:54"
21,"맞죠 보완 가능성은 고객 피드백 점수가 높은 1번 후보에 기대할 수 있지 않을까요?","🤵호잇","2024-12-19 17:02:34"
22,"성과점수와 고객피드백이 서로 반대 순서로 이루어져 있으니, 서로 장단점이 확실하다고 생각해서 고객사의 기준을 가장 먼저 생각하는게 낫지 않나 싶네요.","🤵화난튜브","2024-12-19 17:02:56"
23,"1번과 3을 비교할 때 1의 점수가 높긴하지만 0.6점의 차이 정도는 성과의 유무와 비교할 때 더 크게 고려해야 할 부분이 아니라고 생각했습니다","🤵음료수","2024-12-19 17:03:08"
24,"호잇님 말씀에 답변하자면 업체1과는 12년간 협업했는데 그 부분은 보완이 잘 안되었기에 지금의 성과점수인 81점이 나왔다고 생각합니다.<br>","👶프로도","2024-12-19 17:03:43"
25,"하지만 546명이 리뷰한 4.6점과 189명이 리뷰한 4점의 경중도 달라야하지 않을까요? 많은 사람이 리뷰했는데도 불구하고 좋은 점수가 나왔다는건 고객사의 기준인 신뢰에 부합하는 업체라고 생각합니다.","🤵화난튜브","2024-12-19 17:05:01"
26,"전 음료수 님의 의견과 비슷하게 생각해보면 성과점수차이인 6점/100점 과 고객 피드백인 0.6점/5점 차이를 비교했을때 성과점수 차이가 0.5배로 더 적은 것으로 봐야합니다","🤵호잇","2024-12-19 17:05:25"
