id,content,sender,sentTime
1,"팀장 승진 후보자들을 확인하셨나요~?","👶즁즁","2024-12-20 19:20:51"
2,"넵! 후보자가 세 명으로 좁혀졌더라구요","🤵무지","2024-12-20 19:21:07"
3,"넵 세 분 확인했습니다","🤵만두","2024-12-20 19:21:09"
4,"네네 ! 확인했습니다","🤵겨울","2024-12-20 19:21:17"
5,"시니어분들께선 혹시 염두해두신 후보자분이 계실까요?","👶즁즁","2024-12-20 19:21:37"
6,"세분 다 너무 쟁쟁하신 분들이라 좀 고민이 되긴 하더라구요","🤵무지","2024-12-20 19:22:14"
7,"저는 그래도 앞으로 회사를 안정적으로 운영시킬 수 있으려면 다양한 경력도 좋지만 회사에 대해 잘 알고있는 사람이 좋을 것 같더라고요","🤵만두","2024-12-20 19:22:30"
8,"그래서 저는 1번 후보자가 인상깊었습니다","🤵만두","2024-12-20 19:22:43"
9,"아무래도 현재 회사 분위기가 불안정한 상황이라","🤵겨울","2024-12-20 19:23:00"
10,"저도 그런 점에서 오래 근속하신 분이 좋지 않을까 생각햇습니다","🤵겨울","2024-12-20 19:23:22"
11,"저도 현재 내부 상황을 생각했을 때 후보자 1번 분이 인상깊긴 했습니다","🤵무지","2024-12-20 19:23:59"
12,"네 회사의 안정적인 성장을 위해 후보자 1번분으로 의견이 많이 모이신 것 같습니다.","👶즁즁","2024-12-20 19:24:20"
13,"주니어님은 혹시 생각해보신 후보자분이 있으실까요?","🤵만두","2024-12-20 19:24:53"
14,"저는 주니어 사원이지만, 팀장승진 후보 심사에 참여하게 된 일원으로서 저의 의견을 말씀드리자면","👶즁즁","2024-12-20 19:25:01"
15,"장기적인 안정성에 대한 중요성도 있지만, 지금은 무엇보다도 회사의 미래 성장을 위한 인력 투자에 집중해야할 시기라고 생각됩니다.","👶즁즁","2024-12-20 19:25:40"
16,"후보자 2번분을 보시면, 근무경력이 길지 않음에도 벌써 사내 수상 실적이 2회를 차지하시면서 회사 발전에 크게 이바지하고 계신다고 생각됩니다.","👶즁즁","2024-12-20 19:26:14"
17,"또한 조직 기여도 평가와 사내 평판도 우수한 수준이십니다.","👶즁즁","2024-12-20 19:26:46"
18,"성과를 극대화 해야한다는 점에서는 조직 기여도가 높으신 분이 저도 사실 굉장히 고민되었던 부분입니다. 그런데 젊으시고 근속 기간이 짧아서 금방 이직을 하거나 아직 회사 내 충분한 이해도가 다른분들에 비해 낮지 않을까 생각했는데 이부분은 어떻게 생각하세요?","🤵겨울","2024-12-20 19:27:29"
19,"비록 후보자 1번 분보다는 회사에 계신 기간이 길진 않지만, 그럼에도 회사에 대한 애정과 열정으로 이와 같은 성과를 이루신 것을 보면","👶즁즁","2024-12-20 19:27:30"
20,"물론 후보자 2번 분의 성과 지표는 저 또한 인상적으로 봤습니다. 하지만 근무 경력이 후보자 1번 분에 비해 너무 짧아 우려가 되는 부분이 있는것은 저도 겨울님의 말씀에 동의합니다","🤵무지","2024-12-20 19:28:10"
21,"말씀하시는데 끊어서 죄송합니다. 즁즁님 계속 말씀해주세요","🤵무지","2024-12-20 19:29:03"
22,"때문에 더더욱 팀장으로 승진이 필요하다고 생각됩니다. 팀장으로 승진하시게 된 후에는 좀더 회사와의 긴밀한 관계가 형성될 것이고, 지금보다도 더 큰 애정과 성과를 보일 수 있는 동기부여가 될 것이라고 생각됩니다.","👶즁즁","2024-12-20 19:29:04"
23,"네 감사합니다! ㅎㅎ 이제 끝났습니다","👶즁즁","2024-12-20 19:30:08"
24,"시니어분들께서 염려되는 부분을 충분히 인지하였습니다","👶즁즁","2024-12-20 19:30:22"
25,"의견 감사합니다:) 물론 즁즁님 말씀도 일리가 있지만, 이렇게 회사 내부가 혼란스러운 상황에서 팀을 안정시킬 수 있는 분이 현재로썬 더 중요하다고 생각되긴 합니다.","🤵무지","2024-12-20 19:30:32"
26,"만약 2번 분을 팀장으로 진급시킨다면, 회사 내 업무 운영 부분에서 경험이 많으신 1번 분과의 충돌이 우려되기도 합니다.","🤵만두","2024-12-20 19:31:18"
27,"네 주니어분들께서 충분히 회사의 안정을 위한 고충이 느껴지시는 말씀이라고 생각됩니다","👶즁즁","2024-12-20 19:31:27"
28,"2번 분이 팀장로 승진하게 되어도, 경력이 많으신 1번분을 팀장으로서 안정적으로 끌어가실 수 있을지 확신하기 힘들다고 생각합니다.","🤵만두","2024-12-20 19:31:28"
29,"후보자 1번 분의 근무경력과 회사에 대한 높은 이해도, 다양한 경험은 물론 회사의 안정적 경영에 크게 도움이 될것입니다.","👶즁즁","2024-12-20 19:32:31"
30,"하지만 안정 만을 꾀하다보면 성장과 발전에서는 답보하게 된다고 생각됩니다.&nbsp;","👶즁즁","2024-12-20 19:33:05"
31,"과격하지만, 지금은 회사의 미래를 위해 조금 더 도전적인 선택을 하심을 요청드립니다","👶즁즁","2024-12-20 19:33:28"
32,"성장과 혁신을 등한시하는 것은 좋지 않다는 점 공감합니다. 하지만 팀장의 역할은 팀을 안정적으로 운영하는 것이 우선이라고 생각하고, 도전적이고 혁신적인 아이디어를 내는 것은 팀원으로서도, 팀장으로서도 할 수 있는 일이라고 생각합니다.","🤵만두","2024-12-20 19:35:35"
33,"의견들 잘 나누어주셔서 감사합니다. 결정을 이제 슬슬 내려야 할 것 같은데요,<br>일단 저는 즁즁님 의견에도 일리가 있다고 보지만 혼란스러운 분위기와 여러 회사의 리스크 등을 고려했을때 회사 차원에서는 현재 다소 보수적인 선택을 취할 필요가 있다고 생각이 듭니다. 다수의 직원들이 결정을 납득할 수 있어야 하고, 가장 평판이 좋고 신뢰를 줄 수 있는 분이 팀장을 맡아주시는게 중요한 시기라고 보입니다.","🤵겨울","2024-12-20 19:36:16"
34,"리더십과 팔로우십이라는 단어가 있을만큼, 만두 시니어님의 팀장과 팀원의 역할에 대해서&nbsp;크게 공감합니다. 그러나 그만큼 리더의 역할과 방향에 팀원들의 역량이 크게 좌우될 수 있는 만큼 후보자 2번분의 성과를 좀 더 믿어주시길 바라는 마음입니다.","👶즁즁","2024-12-20 19:37:11"
35,"네 시니어분들께서는 후보자 1번 분에 대한 의견에 변화는 없으실까요..?","👶즁즁","2024-12-20 19:37:51"
36,"즁즁님 말씀도 일리는 있지만, 저는 만두님, 겨울님 의견에 좀 더 공감하고 있습니다","🤵무지","2024-12-20 19:38:39"
37,"일단 저는 앞서 말씀드린 이유로 여전히 1번 후보자에 한표를 드리고 싶습니다<br>","🤵겨울","2024-12-20 19:38:54"
38,"저는 겨울 시니어님이 말씀해주셨듯이, 시기의 특이성을 고려한다면 1번 후보자님이 더 적절한 것 같습니다.","🤵만두","2024-12-20 19:39:10"
39,"그렇다면 의견을 정리해보도록 할까요?","🤵만두","2024-12-20 19:39:44"
40,"일단 시니어 의견들이 한분으로 모였으니 그렇게 선택을 하는게 어떨까 싶습니다. 즁즁님 의견도 잘 들었지만 100%가 만족할 수 없어도 의사결정을 내려야하니까요.","🤵겨울","2024-12-20 19:40:46"
41,"네! 그렇다면 후보자 1번 분으로 선택지가 결정되었습니다.<br>선택의 이유는 시니어분들께서 말씀해주신대로 ""회사의 혼란스러운 분위기와 리스크를 고려했을 때 회사에 대한 이해도가 높으며 가장 평판이 좋고 신뢰를 줄 수 있는 후보자를 결정함"" 으로 정리하면 될까요?","👶즁즁","2024-12-20 19:41:19"
42,"넵 좋습니다 정리 감사합니다","🤵무지","2024-12-20 19:41:40"
43,"네 좋습니다!","🤵겨울","2024-12-20 19:41:49"
44,"네 그러면 결정된 내용을 올리도록 하겠습니다~","👶즁즁","2024-12-20 19:42:10"
45,"넵 좋습니다!","🤵만두","2024-12-20 19:42:18"
46,"감사합니다","🤵무지","2024-12-20 19:42:28"
