id,content,sender,sentTime
1,안녕하세요,p18,2024-12-17 09:19:10
2,안녕하세요,p20,2024-12-17 09:19:27
3,안녕하세요~,p19,2024-12-17 09:21:02
4,안녕하세요,p17,2024-12-17 09:21:08
5,각 업체에 관련해서 개인 의견 들어보는 거 어떠신가요,p18,2024-12-17 09:21:16
6,좋아요,p17,2024-12-17 09:21:34
7,저는 업체 2는 감수해야 할 리스크가 너무 커서 한다면 업체1 또는 3랑 하는게 좋을 것 같아요,p19,2024-12-17 09:22:11
8,"저도 1,3,과 하는게 좋다 생각한게, 수상 내역이 많아도 협업과는 다르다 생각했어요",p17,2024-12-17 09:22:46
9,저도 이번 프로젝트가 대형 프로젝트이기 때문에 최대한 보수적으로 하청업체를 선택해야 된다고 생각합니다. 저도 2번 업체는 피하고 싶네요,p18,2024-12-17 09:22:58
10,그럼 1과 3중에 논의해볼까요,p19,2024-12-17 09:23:21
11,네,p17,2024-12-17 09:23:35
12,네,p20,2024-12-17 09:23:38
13,"각자 그럼 1, 3 중에서 한가지를 고른다면 왜 그건지 이유와 함께 말해볼가욥?",p17,2024-12-17 09:23:54
14,좋습니다,p18,2024-12-17 09:24:22
15,"저는 우선, 업체 1을 선택하는게 가장 괜찮은 선택이 아닐까 생각했어요.&nbsp;<br>이유는, 협업 기간도 긴 만큼, 저희 기업과 잘 맞을 것이고, 중요한 프로젝트인 만큼, 오랫동안 호흡을 맞춘 업체가 더 낫지 않을까 생각했기 때문이에요",p17,2024-12-17 09:25:20
16,"또, 완료 된 프로젝트 수가 많아서 그만큼, 프로젝트를 진행하면서 노련하게 수행과업들을 잘 해결할 수 있을 것 같은 믿음이 가요",p17,2024-12-17 09:26:21
17,다른 분들은 어떻게 생각하시나욥!?,p17,2024-12-17 09:27:25
18,"<p>저도 업체 1을 선택했습니다.
우선 완료 프로젝트의 양 자체가 압도적으로 많다는 점이 가장 눈길을 끌었습니다. (물론 프로젝트의 세부 내용은 알 수 없지만). 성과 점수나 고객 피드백도 떨어지는 것 같아보이지도 않고요.
또한 대형 프로젝트인 만큼 팀워크가 좋다는 점이 꽤 중요한 포인트로 느껴지는 것 같아요</p>
<!-- notionvc: 3590f28e-fcac-46e7-8363-a6ff8f584ad4 -->",p18,2024-12-17 09:27:37
19,동의 합니다,p17,2024-12-17 09:28:02
20,저는 1이 가장 마음에 듭니다.&nbsp;<div>이번 프로젝트는 고객이 직접 연관되어있으니 고객의 의견이 중요하다고 생각해요. 고객의 니즈는 인증된 업체이다보니 협업기간과 완료한 플젝 갯수와 회사 규모가 중요하다고 생각하는데요. 이 조건들을 보면 업체 1의 지표가 가장 좋습니다. 또한 성과 차이는 미미한 반면 고객 피드백은 그에 비해 유의미하게 차이가 난다고 생각해서 1이 가장 합리적일 것 같습니다!</div>,p19,2024-12-17 09:28:06
