id,content,sender,sentTime
1,다들 후보자 확인 완료했나요?,p49,2024-12-20 09:20:48
2,네 확인했습니다!,p50,2024-12-20 09:21:06
3,네 저도 확인했어요!,p51,2024-12-20 09:22:39
4,후보자 1부터 한번,p51,2024-12-20 09:22:56
5,주니어 아직인가요~?,p49,2024-12-20 09:22:58
6,순서대로 얘기해볼까요?,p51,2024-12-20 09:23:02
7,주니어가 늦네요ㅎㅎ,p51,2024-12-20 09:23:41
8,어허... 주니어가 아직 안왔네요,p49,2024-12-20 09:23:43
9,"참가자들은 현재 후보자들에 대한 검토를 마친 상태이며, 회의를 통해 각 후보자에 대해 논의하려 하고 있다. 그러나 '주니어'라는 참가자가 아직 도착하지 않아 회의를 바로 시작하지 못하고 있다. 참가자들은 주니어를 기다리며 후보자 1부터 순서대로 이야기를 나누기를 계획하고 있다.",SUMMARY_LOG,2024-12-20 09:23:49
10,"주니어를 기다리며 열 정적인 논의를 시작하기로 한 점, 이해합니다. 하지만 프로필 2는 박사 학위와 두 개의 공로상을 얻은 바 있으며 조직 기여도 평가에서도 가장 높은 점수를 받았습니다. 이러한 요소들이 승진 결정에 어떻게 작용할 수 있을지 고민해보는 것도 좋을 것 같습니다.",DEVIL,2024-12-20 09:23:51
11,저 여기 있습니다!,p52,2024-12-20 09:23:51
12,그러면 후보자 1부터 한번 심사해볼까요?,p51,2024-12-20 09:24:14
13,후보자 1번은 근속 기간이 길고 평판도 아주 좋네요,p49,2024-12-20 09:24:47
14,그러네요 23년 근무라니,p51,2024-12-20 09:24:57
15,요즘 세상에 흔치않은 인재분이시긴 하네요,p51,2024-12-20 09:25:08
16,저는 근무기간도 매우 기시고 조직 기여도와 평판도 나쁘지 않은 것으로 보아,p51,2024-12-20 09:25:36
17,팀장 역할에 적합할 수 있겠다 싶은데 다른분들은 어떠세요?,p51,2024-12-20 09:26:01
18,"<font _mstmutation=""1"" _msttexthash=""3458896376"" _msthash=""58"">저는 후보자 1이 적합해 보입니다. 팀장 승진 심사에서 가장 중요한 요소가 회사의 장기적 안정성과 미래 방향성인데 후보자 2와 후보자 3이 조직 기여도 평가는 높을지언정 팀을 안정적으로 이끌어갈 수 있는 능력이 보여지지는 않는 것 같아요.</font><br>",p50,2024-12-20 09:26:20
