id,content,sender,sentTime
1,여러분 모두 프로필을 확인하셨나요?,p3,2024-12-13 13:14:58
2,넵 확인했습니다.,p1,2024-12-13 13:15:06
3,넵 확인했습니다,p2,2024-12-13 13:15:14
4,넵 확인했습니다1,p4,2024-12-13 13:15:18
5,'가장 안정적이고 오랜 시간 검증되어온 선택읕 해야 하는 상황'에 맞춰서 기준을 논의하고 후보를 선별하면 좋을 것 같아요.,p2,2024-12-13 13:16:09
6,저의 개인적인 의견으로는 후보자 2 를 추천하고 싶습니다. 조직 기여도 평가 면에서도 뛰어나고 교육 이수 실적도 가장 높습니다. 사내 공소 수상도 2회로 가장 많고요&nbsp;&nbsp;,p1,2024-12-13 13:17:38
7,저는 이번 승진 결정이 회사의 장기적인 안정성에 큰 영향을 끼칠 것으로 보이기에 후보자 1의 조직 기여도 평가 수치가 조금 걸리네요..,p3,2024-12-13 13:17:40
8,저도 후보자2를 추천합니다. 경력은 가장 짧지만 그 짧은 기간에 여러 사내 공로를 인정받았고 조직 기여도도 높아 앞으로의 행보가 기대됩니다,p4,2024-12-13 13:18:26
9,"저도 후보자 1이 근속 기간에 비해서 기여 사항이 많이 없어서, 팀장으로 적합한지는 의심이 돼요.",p2,2024-12-13 13:18:33
10,"후보자 2,3에 비해 기여도 평가가 낮은데다 사내 공로가 없어 회사에서의 열정이 돋보이지는 않는 후보라는 생각이 듭니다. 그래서 후보자 2,3 중에 승진자를 정했으면 하는 것이 제 의견이에요",p3,2024-12-13 13:18:44
11,다만 근무 경력이 짧아서 걱정되는 부분이 있다면 기업 내 근무 경력이 짧긴 하지만 박사 학위 기간동안 그것을 보완할 수 있는 능력을 갖추어 오지 않았을까 라는 생각을 합니다. 물론 실적도 가장 훌륭하고요&nbsp;,p1,2024-12-13 13:19:04
12,오히려 짧은 기간 동안 다른 후보자들이 이루어내지 못한 성과들을 이루어낸 것이 더 가산점이 들어가야 한다고 생각합니다,p4,2024-12-13 13:19:45
13,박사 학위라면 협업업무를 충분히 잘 해왔을거라는 생각이 듭니다. 5년동안 근무했다면 회사에 대한 이해도도 어느정도 있으리라는 생각이 드네요. 짧은 시간과 젊은 나이에 이러한 실적들을 쌓은 걸 보면 회사에 대한 열정도 커보이구요,p3,2024-12-13 13:19:56
14,또한 나이가 많다 =/= 통솔 능력을 갖추었다 라고 생각하기도하고 젊은 팀장 됨으로써 팀원들에게 오히려 쉽게 다가갈 수 있는 긍정적인 면이 되지 않을까요?&nbsp;,p1,2024-12-13 13:20:45
15,"젊은 나이의 승진으로 팀원들의 반발이 있을수는 있다고 생각하나, 그 모든 것을 커버할 성과를 보이고 있어 저도 후보자2가 승진되었으면 합니다.",p3,2024-12-13 13:21:29
16,p1님이 언급하신 긍정적인 면이 후보자 3에 대해서 얘기하시는건가요?,p2,2024-12-13 13:21:39
17,제가 언급한 긍정적인 면은 후보자 2에 대한 내용입니다.,p1,2024-12-13 13:22:04
18,저도 후보자2가 회사가 혼란스러운 상황에서 젊은 팀장이 관습적으로 회사를 운영하는 것이 아닌 새로운 방식으로 회사를 이끌어가는 것이 회사를 일으키기 위한 돌파구라고 생각합니다,p4,2024-12-13 13:22:16
19,"아 이해했습니다. 저도 후보자 2가 적절한 것 같다고 생각이 드네요. 근무 경력 5년이면 요즘 추세로 그렇게 짧은 근속도 아닌 것 같고, 사실 근속이 5년이냐 11년이냐에 따라서 회사에 대한 이해도가 크게 달라질거라고 생각들진 않아요.",p2,2024-12-13 13:23:07
20,그럼 후보자 2로 좁혀진 것 같으니 톡방에 결정을 공표할까요?,p2,2024-12-13 13:23:24
21,그럼 저희 승진 결정은 후보자2로 확정해도 될 것 같네요!,p3,2024-12-13 13:23:31
22,넵 좋습니다!,p4,2024-12-13 13:23:34
23,좋습니다!,p1,2024-12-13 13:23:36
