id,content,sender,sentTime
1,저는 업체 1번이 맘에 쏙 드네요.,p10,2024-12-17 19:48:56
2,아무래도 고객 피드백 점수가 높네요&nbsp;,p11,2024-12-17 19:50:04
3,"고객이 안정된 프로젝트의 진행을 위해 검증된 파트너와의 협력을 중요시한다고 했으니 고객 피드백 점수가 높고, 그동안 가장 많은 작업을 같이 해온 업체 1번이 제일 좋아보입니다",p9,2024-12-17 19:50:24
4,협업에서 가장 중요한 것은 신뢰성입니다.,p10,2024-12-17 19:50:32
5,리뷰도 많고 협업 기간도 길어서 안정적인게 제일 중요하다면 1번이 좋을 것 같아요,p11,2024-12-17 19:50:34
6,근데 성과점수는 왜 낮게 나왔을까요?,p11,2024-12-17 19:50:47
7,성과 점수가 떨어지는 부분은 그만큼 한 프로젝트가 많았으니 평균값이 낮게 나온거라고 생각했습니다,p9,2024-12-17 19:50:57
8,성과는 잘 나올 때도 있고 못 나올 때도 있으니 다른 업체들도 프로젝트 n수가 늘어나면 비슷할 것 같습니다,p10,2024-12-17 19:51:26
9,보통 n수가 올라가면 완벽한 기업이 아닌 이상 평균이 떨어지는 경향이 있더라구오ㅛ,p9,2024-12-17 19:51:48
10,그럴 수 있겠네요,p11,2024-12-17 19:51:52
11,그건 저는 반대 의견인게 완료건수가 없는 업체가 98이니깐 지금까지 했던 프로젝트들과는 관련이 없어보입니다,p12,2024-12-17 19:51:53
12,그냥 업체 평가같은거 아닐까 싶기도 하고요,p12,2024-12-17 19:52:22
13,저희랑 수행한 완료 프로젝트가 없다는거 아닐까요?,p11,2024-12-17 19:52:34
14,만약에 선정된다면 처음계약한다는 의미인거같아요,p11,2024-12-17 19:52:44
15,그렇죠 그렇게 되면 지금까지 높은 완성도를 보인 업체 2번이 좀 더 알맞지 않나 생각이 들어요,p12,2024-12-17 19:53:10
16,1번 가즈아,p10,2024-12-17 19:53:36
17,"수상내역만 보면 퀄리티를 높이는데는 업체2가 좋아보이는데, 안정성을 고려한다면 수상내역은 부족하지만 그래도 이미 존재하는 업체3이 나아보였습니다..!",p9,2024-12-17 19:53:45
18,이번 프로젝트가 주요고객과 직접 연관된 안정적인 진행을 수행 가능한지 확인이 필요한 점에서 협업 기간이 있는 업체가 좋지 않을까요?,p11,2024-12-17 19:54:14
19,아무래도 규모 자체가 작기때문에 한 프로젝트에 오히려 더 많은 신경을 쏟을걸로 보이기도 하고요,p12,2024-12-17 19:54:16
20,규모가 큰 곳은 아무래도 다른곳에 신경 쓸 수도 있고 하니,p12,2024-12-17 19:54:34
21,2번 업체는 성과점수는 좋지만 고객 피드백이 제일 낮은데요,p11,2024-12-17 19:54:37
22,"프로젝트 일정과 품질,순조로운 협업 3개가 전부 충족되는 게 좋다고 적혀있던데",p9,2024-12-17 19:54:49
23,품질을 고려하면 업체2&gt;업체3&gt;업체1 순같고&nbsp;,p9,2024-12-17 19:55:12
24,일정과 협업을 고려하면 1&gt;3&gt;2같습니다,p9,2024-12-17 19:55:46
25,협업으로는 업체1&gt;업체3&gt;업체2. 고객 피드백이 가장 높은 점수인 1을 무시할 수 없을 것 같아요&nbsp;,p11,2024-12-17 19:55:52
26,3개를 전부 고려하는 선택지로 가면 오히려 3이 히든 카드일수도 있겠네요,p9,2024-12-17 19:56:01
27,고객 피드백은 1이랑 3이랑 0.1점밖에 차이 나지 않으니,p9,2024-12-17 19:56:21
28,0.6이 차이나요!,p11,2024-12-17 19:56:36
29,헉 제가 잘못 봤네요 ㅠㅠ,p9,2024-12-17 19:57:02
30,3과 2가 0.1밖에 차이가 나지 않으니,p12,2024-12-17 19:57:03
31,그렇네요 ㄷㄷ,p9,2024-12-17 19:57:10
32,3을 고평가 하기에는 2가 있어서 ...,p12,2024-12-17 19:57:13
33,저는 그래서 2번을 생각합니다,p12,2024-12-17 19:57:24
34,눈이 침침해서 죄송합니다ㅋㅋㅋ큐ㅠㅠㅠㅠ,p9,2024-12-17 19:57:26
35,그렇게 생각하니까 3을 고평가하는 것도 애매해지네요,p9,2024-12-17 19:57:36
36,저는 별점을 많이 보는편인데 아무래도 고객 피드백이 좋다는건 결국 소비자의 요구를 잘 수용한다는 뜻인거 같거든요,p11,2024-12-17 19:57:48
37,그럼에도 불구하고 업체 평가가 높다면 이미 완성도가 높다 라고 평가할 만 하지않을까요 ??,p12,2024-12-17 19:58:25
38,성과가 떨어진다 해도 빠른 피드백 수용을 통해 보완할 수 있는 건 좋은 선택인 것 같습니다,p9,2024-12-17 19:58:29
39,같은 가격에 계약을 하는거라면 1이나 3 중에서 고르는게 좋을 것 같긴해요&nbsp;,p11,2024-12-17 19:58:36
40,보완을 할 수 있다 라고 단언하기도 애매한게,p12,2024-12-17 19:59:01
41,12년간 피드백을 받았음에도 수상 내역이 없으니,p12,2024-12-17 19:59:22
42,크게 보완이 잘 된다 라고 보기 힘들지 않을까요 ?,p12,2024-12-17 19:59:33
43,완성도는 높지만 소비자의 요구 수용이 늦어서 고객 피드백 점수가 낮다는건 서비스 품질이 가장 낮다고 생각해야할 것 같은데,p11,2024-12-17 19:59:48
44,음... 그것도 그렇네요,p9,2024-12-17 19:59:53
45,주요 고객과의 안정성을 고려한다면 빠른 대응이 가능하고 조치가 가능한 곳을 선정하는게 좀 더 유리할 수 있다고 생각하거든요,p11,2024-12-17 20:00:47
