id,content,sender,sentTime
1,안녕하세요,p59,2024-12-19 19:24:40
2,안녕하세요,p58,2024-12-19 19:24:45
3,일단 어떤 사람을 승진 시키면 좋을지 각자 후보자랑 이유 간단하게 이야기 해볼까요?,p57,2024-12-19 19:25:32
4,전 후보자 1이 가장 나을 것 같습니다<br>회사 상황이 안정성을 추구해야 하는 만큼 오래된 경력과 나이는 무시할 수 없다고 생각합니다,p58,2024-12-19 19:27:00
5,저도 1번후보자 생각합니다. 사내기여도와 학위가 다른후보자들보다는 낮으나 사내평판이좋은점. 기여도도 다른분들에 비해 떨어지는거지 높은수준인점을 고려하엿습니다,p59,2024-12-19 19:27:10
6,저도 후보자 1이라고 생각합니다. 특히 사내평판이 매우 좋은점이 승진시 팀을 잘 이끌어 나갈 것 같습니다,p57,2024-12-19 19:27:49
7,생각보다 빨리 결정됫네요 ㅎㅎ,p59,2024-12-19 19:28:08
8,저는 그래도 2번 후보자가 나을 것 같습니다,p60,2024-12-19 19:28:18
9,어떤 이유인가요?,p57,2024-12-19 19:28:36
10,1번 후보자의 사내평가나 근무경력이 길어서 당장 안정화에는 좋을지 몰라도,p60,2024-12-19 19:28:42
11,50세다 보니 금방 퇴직 할것이라,p60,2024-12-19 19:28:58
12,한분더계셧네요 깜빡햇습니다 죄송합니다,p59,2024-12-19 19:29:04
13,장기적으로 회사가 성장하는데는 큰 도움을 주진 못할 것 같습니다,p60,2024-12-19 19:29:21
14,제가 너무 말이 없었어서....,p60,2024-12-19 19:29:26
15,그리고 1번 후보자와 3번 후보자가 각각 학사 학위와 석사 학위 보유자인데 반해,p60,2024-12-19 19:31:02
16,그래도 후보자 2는 너무 근무경력이 짧지 않나요? 저는 지금 구조 조정이 일어나서 아직은 장기적인 단계보다 안정화가 더 중요하다고 생각합니다.,p57,2024-12-19 19:31:06
17,박사 학위 소유자이기도 하고,p60,2024-12-19 19:31:15
18,장기적인 발전은 안정화 이후에 진행해도 괜찮지 않을까요?,p58,2024-12-19 19:31:32
19,그렇긴 한데,p60,2024-12-19 19:32:06
20,하지만 사내 평판이 좋지 않은 부분은 함께 일해야하는 팀원들을 납득시키지 못할 수도 있지 않을까요?,p57,2024-12-19 19:32:09
21,23년간 수상 경력도 제로이고,p60,2024-12-19 19:32:20
22,다른 팀장 후보에 비해 조직 기여력이나 학위도 밀리다보니,p60,2024-12-19 19:32:47
23,부하 직원들에게 능력적으로 무시 받을 수도 있을거 같아서,p60,2024-12-19 19:33:10
24,그리고 후보자 2번은,p60,2024-12-19 19:33:42
25,설명 부분에,p60,2024-12-19 19:33:45
26,이번에 팀장으로 승진 시키지 않으면,p60,2024-12-19 19:33:53
27,다른 회사에게 빼앗길 위험이 있다고 적혀있어서,p60,2024-12-19 19:34:11
28,"수상 내역을 보면 두 후보자 다 혁신, 아이디어 등 지금 상황을 안정시키는 느낌보다는 분위기를 다른 국면으로 보게 하는 방향으로서의 능력을 치하하는 내용인데",p58,2024-12-19 19:34:34
29,안정 중심으로 이끌어야 하는 팀장으로서는 힘들지 않을까 하는 생각이 드는데,p58,2024-12-19 19:35:09
30,어떻게 생각하세요?,p58,2024-12-19 19:35:19
31,그래도 후보자 2번이 혁신가 상과 성과상을 받아서,p60,2024-12-19 19:35:51
32,안정화에대해서도 장기근무자에 대한 우대는 어느정도 있어야한다고생각합니다,p59,2024-12-19 19:35:53
33,색다른 발상과,p60,2024-12-19 19:36:00
34,훌륭한 성적으로 팀을 뭉치게 해주지 않을까 싶어서,p60,2024-12-19 19:36:19
35,성과만 내고 팀원들을 너무 힘들게 할수도 있지 않을까요?,p57,2024-12-19 19:37:04
36,전 반대로 성과라도 확실히 내주는 상사라면 믿고 의지할 만 한다고 생각합니다,p60,2024-12-19 19:38:03
37,2번 후보자에 경우에는 실력만큼은 확실히 보장이 되었다고 생각하고,p60,2024-12-19 19:38:17
