id,content,sender,sentTime
1,"다들 준비되셨나요?","🤵p31","2024-12-15 14:02:58"
2,"네","🤵참가자","2024-12-15 14:03:10"
3,"네 준비됐습니다.","👶라이언","2024-12-15 14:03:13"
4,"네 준비되었습니다","🤵윤윤","2024-12-15 14:03:20"
5,"혹시 이번에 회의 진행하실 분 있으신가요?","🤵p31","2024-12-15 14:03:50"
6,"없으시면 제가 하도록 하겠습니다.","🤵p31","2024-12-15 14:04:17"
7,"좋습니다.","👶라이언","2024-12-15 14:04:32"
8,"네","🤵참가자","2024-12-15 14:04:33"
9,"이번 회의에도 참가해주셔서 감사합니다.","🤵p31","2024-12-15 14:04:37"
10,"회의 목표는 잦은 구조조성 속 회사의 장기적 안정성 및 미래 성장을 위한 새로운 팀장 추천입니다.","🤵p31","2024-12-15 14:05:24"
11,"혹시 후보자 리스트 읽으셨나요?","🤵p31","2024-12-15 14:05:35"
12,"네 사전에 검토하였습니다~","🤵참가자","2024-12-15 14:05:49"
13,"네 읽었습니다!","👶라이언","2024-12-15 14:05:49"
14,"넵 검토하였습니다","🤵윤윤","2024-12-15 14:06:00"
15,"그럼 우리 파릇파릇한 주니어부터 의견 내볼까요?","🤵p31","2024-12-15 14:06:05"
16,"혹시 생각 정리할 시간이 더 필요하다면 편하게 말씀해주세요.","🤵p31","2024-12-15 14:07:41"
17,"항상 먼저 의견 들어주셔서 감사합니다ㅎㅎ. 저는 잦은 구조 조정과 리더십 교체 등으로 인해 현재 조직이 매우 혼란스러운 상황이라고 생각합니다. 이럴수록 좋은 성과를 통해 이런 상황을 극복하고, 구성원들에게 동기 부여를 줄 수 있는 사람이 필요하다고 생각합니다. 때문에 근무 경력은 다소 짧지만 가장 조직 기여도가 높은 후보자 2를 추천합니다!","👶라이언","2024-12-15 14:08:12"
18,"하지만 사내 평판이 낮은게 걸림돌이 될 수 있지 않을까요?","🤵p31","2024-12-15 14:08:47"
19,"성과는 좋은 것 같다만...","🤵p31","2024-12-15 14:09:06"
