id,content,sender,sentTime
1,"안녕하세요","🤵파자마","2024-12-16 13:21:00"
2,"저는 후보자2가 좋을 것 같습니다. 능력도 있고, 무엇보다도 조직 기여도에 영향을 주기 때문입니다.",ojo,"2024-12-16 13:21:05"
3,"비교적 젊은 나이에 팀장이 될 수 있다고 하면, 부하직원들에게도 가능성을 줄 수 있습니다.",ojo,"2024-12-16 13:21:29"
4,"근무경력은 조직충성도에는 영향을 주겠지만, 리더십과는 관계가 좀 있는 것 같습니다.",ojo,"2024-12-16 13:21:59"
5,"박사학위도 중요한 지표 중 하나입니다. 직무에 관한 정보가 부족한 듯한데요, 보다 더 연구하는 자세로 업무에 임할 수 있습니다.&nbsp;",ojo,"2024-12-16 13:22:59"
6,"박사학위 취득 후 5년이라면, 실제 경력은 10년 이상으로 인정받을 수 있습니다.",ojo,"2024-12-16 13:23:20"
7,"박사 학위에다가 근무 경력이 5년이라고 생각하면 확실히 후보자 2가 좋은 조건을 가지고 있는 것 같긴 합니다,","👶테슬라지옥가즈아","2024-12-16 13:24:26"
8,"5년이면 조직 적응에도 충분한 시간이 아닐까요?",ojo,"2024-12-16 13:24:30"
9,"1번 후보자는 23년이나 근무했으면서도, 사내 공로가 없다는 것은, 그 동안 큰 퍼포먼스를 보여주지 못했다는 것입니다.",ojo,"2024-12-16 13:25:21"
10,"부하직원들의 신뢰, 성과를 얻기가 어려울 수도 있습니다.",ojo,"2024-12-16 13:25:43"
11,"저는 후보자 1을 추천합니다. 팀장에게 기대하는 것이 팀 내부를 안정시키고 성과를 극대화 하는것이라는 데에 집중하면 좋을 것 같습니다. 이를 위해서는 학력이나 본인이 부하직원의 신분으로 대회에서 수상한 경험이 가장 중요하다고 생각하지는 않습니다. 후보자 1은 조직 기여도 평가에서도 크게 뒤떨어지지 않으면서 안정적인 인간 관계를 잘 형성해온걸로 보입니다.&nbsp;","🤵파자마","2024-12-16 13:25:52"
12,"신뢰를 얻기 어려웠으면 사내 평판 95점을 받을 수는 없었을 것입니다","🤵파자마","2024-12-16 13:26:14"
13,"후보자 3은 조직 기여도도 후보자1과 큰 차이가 없고, 평판도 후보자2보다 약간 좋을 뿐입니다.",ojo,"2024-12-16 13:26:19"
