id,content,sender,sentTime
1,"다들 어떤 후보자를 승진시킬 생각이신가요?","🤵뿅뿅 네오","2024-12-17 13:51:28"
2,"저는 회사가 지금 혼란스러운 시점에서는 남은 직원을 잘 케어하면서 이끌어갈 수 있는 후보자1이 좋아보여요","🤵엄지척 어피치","2024-12-17 13:52:07"
3,"저는 사내 평판이 가장 높고 오래 근무한 후보자 1을 승진해야 한다고 생각합니다","🤵뿅뿅 네오","2024-12-17 13:52:16"
4,"저는 성과 평가와 수상 경력을 봤을 때, 후보자2가 적절하다고 생각했어요 !4","👶비옷입은 튜브","2024-12-17 13:52:20"
5,"저도 같은 생각입니다","🤵룰류","2024-12-17 13:52:21"
6,"후보자 1을 승진시켜야 한다고 생각합니다","🤵룰류","2024-12-17 13:52:37"
7,"후보자 3은 아무도 없으시면 1,2로 좁혀서 조금 더 면밀히 볼까요?","🤵엄지척 어피치","2024-12-17 13:53:34"
8,"네네 ! 좋아요 !","👶비옷입은 튜브","2024-12-17 13:53:39"
9,"네 좋습니다!","🤵뿅뿅 네오","2024-12-17 13:53:41"
10,"네 좋습니다","🤵룰류","2024-12-17 13:53:43"
11,"근데 후보자 2는 경험이 조금 부족하다고 생각하는데요..","🤵룰류","2024-12-17 13:53:54"
12,"저는 후보자 1이 조직내 혼란을 가장 오랫동안 관찰하고 이에 대해 잘 이해하고 있을 것 같다는 생각이 듭니다","🤵뿅뿅 네오","2024-12-17 13:53:54"
13,"저는 후보자 1의 성과가 너무 낮다는 생각이 들어요.. 근무 경력은 길지만, 사내 공로 수상도 1번도 없구요ㅠㅠ","👶비옷입은 튜브","2024-12-17 13:54:28"
14,"후보자 2의 능력은 인정하지만 현재 혼란스러운 내부 상황을 잘 잡아주기에는 부족하다고 생각합니다.","🤵룰류","2024-12-17 13:54:40"
15,"여러분이 생각하시는 팀장의 자질은 어떤건가요?<br>저는 리더십처럼 인원을 잘 통솔하는 능력이라 생각해요!<br>그런점에서 저는 후보자1이 적절하다고 생각했습니다","🤵엄지척 어피치","2024-12-17 13:55:24"
16,"후보자1을 승진시킨다면 팀 내 상황을 안정시킬 수는 있겠지만, 성과는 내지 못할 것 같다는 생각이 들었어요..","👶비옷입은 튜브","2024-12-17 13:55:38"
17,"저도 인원을 잘 통솔하는 능력이 중요하다고 생각해요 !","👶비옷입은 튜브","2024-12-17 13:56:32"
18,"그렇지만 지금 후보자2를 승진시키지 않으면 경쟁 회사에게 탁월한 잠래력을 가진 인재를 뺏길 위험이 있다고 봤습니당","👶비옷입은 튜브","2024-12-17 13:56:37"
19,"룰류님과 뿅뿅 네오님은 어떠신가요?","🤵엄지척 어피치","2024-12-17 13:57:05"
20,"후보자2는 학위도 박사 학위로 세 후보자중에 제일 높고, 주요 공적 사항도 많아서 충분히 이직이 가능한 인재라고 판단했어요..!","👶비옷입은 튜브","2024-12-17 13:57:33"
21,"저는 내부 사정을 잘 이해하고 있는 사람이라고 생각하고 이를 뒷받침하는게 사내 평판이라고 생각합니다","🤵뿅뿅 네오","2024-12-17 13:57:44"
22,"사내 평판도 고려해야 봐야 해요. 그래서 후보자 2가 다른 후보자에 비해 리더십을 잘 보여줄 수 있을지 걱정됩니다.","🤵룰류","2024-12-17 13:57:56"
23,"지금처럼 내부적으로 불안정한 상황에서는 안정성을 확실히 보여줄 수 있는 후보자 1이 필요할 것 같아요","🤵룰류","2024-12-17 13:59:18"
24,"근무 경력이 많이 차이나는것도 조금 우려스럽습니다","🤵뿅뿅 네오","2024-12-17 13:59:36"
25,"그러면 후보자1을 팀장으로 올리시는게 과반수인것 같네요!&nbsp;<br>","🤵엄지척 어피치","2024-12-17 14:00:06"
26,"팀장이 인원을 잘 통솔하는 능력이 있는 것도 중요하지만, 조직을 화합하는 능력은 꼭 팀장이라는 직위가 아니어도 후보자1이 회사를 위해 기여해줄 수 있는 부분이라고 생각했어요 !","👶비옷입은 튜브","2024-12-17 14:00:16"
27,"후보자 2가 정말 유능한 인재라고 생각하지만 경험적인 측면에서는 후보자1에 비해 많이 부족하다는 생각이 듭니다","🤵뿅뿅 네오","2024-12-17 14:00:17"
28,"튜브님 말처럼 그럴 수도 있겠군요","🤵뿅뿅 네오","2024-12-17 14:00:43"
29,"흠... 결국 팀장의 자질의 우선순위에 따라 다른 것 같다는 생각이 드네요<br>","🤵엄지척 어피치","2024-12-17 14:02:08"
30,"<span style=""font-size: 15.04px;"">저는 후보자 1이 팀장으로서 화합을 이끌고 후보자 2가 업무 능력 수행은 우수해서 후보자 1의 부족한 점을 채울 수 있겠다고 생각했습니다</span>","🤵뿅뿅 네오","2024-12-17 14:02:17"
31,"그것도 좋은 생각이네요!","🤵엄지척 어피치","2024-12-17 14:02:34"
32,"어피치님 말씀처럼 그런 것 같습니다","🤵뿅뿅 네오","2024-12-17 14:02:35"
33,"저는 후보자2를 팀장으로 하지 않았을 경우의 이직이 우려되었어요..","👶비옷입은 튜브","2024-12-17 14:02:44"
34,"그 부분도 우려가 되긴 하는군요","🤵뿅뿅 네오","2024-12-17 14:03:27"
35,"이직 우려로 팀장을 선택하는 건 아닌거같아요! 그런 리스크는 후보자1도 있다고 생각합니다!","🤵엄지척 어피치","2024-12-17 14:03:49"
