id,content,sender,sentTime
1,"안녕하세요","🤵 터보","2024-12-22 14:00:16"
2,"안녕하세요","👶유빈","2024-12-22 14:00:21"
3,"다들 들어오셨나요?","🤵 터보","2024-12-22 14:00:40"
4,"모두 완료라고 하셨으니 다 계시지 않을까요","👶유빈","2024-12-22 14:00:49"
5,"각자 의견을 얘기해볼까요","🤵무지","2024-12-22 14:01:16"
6,"각자 원하는 후보와 이유를 얘기해봅시다","🤵 터보","2024-12-22 14:01:35"
7,"전 사실 아직도 후보자 1과 2과 고민되기는 해요","🤵무지","2024-12-22 14:01:59"
8,"저는 1번 후보님이 인상깊었고 보편적으로 선호될 분이라고 생각했습니다","👶유빈","2024-12-22 14:02:00"
9,"후보자3은 모든 면에서 다 애매한 위치라..","🤵무지","2024-12-22 14:02:23"
10,"저도 1과 2중에서 고민이 되는데,","🤵 터보","2024-12-22 14:02:55"
11,"이유는 지금 회사가 장기적인 안정성, 미래성장을 위해 도약하는 시기잖아요.","👶유빈","2024-12-22 14:02:58"
12,"어떤 점에서 1과 2이 고민되시는지 여쭤봐도 될까요?","👶유빈","2024-12-22 14:03:14"
13,"그래도 후보자 2가 실력이나 기여도 면에서 뛰어기는 한데, 후보자 1이 평판면에서 높고 근무 경력이 많아서요.","🤵 터보","2024-12-22 14:03:56"
14,"2가 성과가 정말 뛰어나보여요","👶유빈","2024-12-22 14:04:20"
15,"그래도 팀장은 근무 경력이 길고 회사에 충성심있는 사람이 적합하지 않나 생각이 들어요.","🤵 터보","2024-12-22 14:04:23"
16,"후보자1은 사내 공로나 조직 기여도가 낮은데 사내 평판이 높다는게 성과는 없는데 사내정치를 잘한다는걸로 보여서요","🤵무지","2024-12-22 14:04:30"
17,"실무적으로는 2번이 정말 베스트인데,","👶유빈","2024-12-22 14:04:42"
18,"팀장이라는 자리에서 낼 수 있는 성과는 실무적인거랑 좀 다르게 접근해야 하지않나 생각했어요","👶유빈","2024-12-22 14:05:01"
19,"저는 사내 평판이 높다는게 직원들가 사이 좋다는 걸로 해석되었어요","🤵 터보","2024-12-22 14:05:04"
20,"오히려 그런면에서 회사 노하우나 팀을 결속시키는데 오래 일한사람이 낫나 하는 생각도 들고요","🤵무지","2024-12-22 14:05:15"
21,"네 저도 그렇게 생각해요.","🤵 터보","2024-12-22 14:05:15"
22,"저는 리더십이 팀장 요건에서 개인 역량이나 학력보다는 중요하다 생각하는데 근무경력도 많고 평판도 좋은 1이 집단을 더 잘 이끌어갈거 같습니다","🤵라이언","2024-12-22 14:05:25"
23,"팀장이라는 자리에서, 리드를 한다는 것은 성과를 많이 내는 자리가 아니라 많은 것을 결정하고 조율하는 자리라고 생각해요.","🤵 터보","2024-12-22 14:05:40"
24,"2번의 경우 팀장 직책을 맡겨서 에너지를 분산시키는것보다는, 정말 중요한 프로젝트에 헤드로 참여시킨다든지, 성과급을 더 준다든지 하는 부분들로 이직을 방지하면 어떨까 했구요","👶유빈","2024-12-22 14:05:44"
25,"좋은 생각이네요","🤵무지","2024-12-22 14:06:01"
26,"성과 라는것이 어떻게 측정이 되느냐에 따라 사람마다 보는 시각이 달라질것 같은데","👶유빈","2024-12-22 14:06:01"
27,"저는 근무기간이랑 사내 쌓아온 인맥들도 팀장으로서 성과낼 수 있는 기초가 탄탄한 분이라고 생각했어요","👶유빈","2024-12-22 14:06:31"
28,"좋은 팀장과 개인의 역량은 다르니까요","🤵무지","2024-12-22 14:06:41"
29,"동의해요","🤵 터보","2024-12-22 14:06:48"
30,"저도 터보님처럼 팀장의 ㅇ겨할이 결정하고 조율하는 사람이라고 생각해서요","👶유빈","2024-12-22 14:06:54"
31,"그리고 최근에 리더십 교체가 빈번하다고 했잖아요","👶유빈","2024-12-22 14:07:15"
32,"그런면에서 안정적인 부분을 가져가려면..","👶유빈","2024-12-22 14:07:21"
33,"아무래도 회사 내부 사정을 잘 알고,, 근무경력이 긴 분이","👶유빈","2024-12-22 14:07:29"
34,"오 좋은 지적이네요","🤵무지","2024-12-22 14:07:29"
35,"그럴수록 더 안정적인 분이 좋긴하겠어요","🤵무지","2024-12-22 14:07:38"
36,"팀장직책으로서 낼 수 있는 성과에서 최대로 가져갈 수 있지 않을까 생각했습니다","👶유빈","2024-12-22 14:07:56"
37,"맞는거같아요","🤵라이언","2024-12-22 14:08:13"
38,"그럼 후보자 1로 결정할까요?","🤵 터보","2024-12-22 14:08:13"
39,"그럴까요 의견이 좁혀진것같아요","🤵무지","2024-12-22 14:08:21"
40,"네","🤵라이언","2024-12-22 14:08:25"
41,"다른 의견 있으신 분 없으실까요?","👶유빈","2024-12-22 14:08:56"
42,"그럼 결정된 것으로 보고 가도 될까요?","👶유빈","2024-12-22 14:09:05"
43,"네네","🤵 터보","2024-12-22 14:09:12"
44,"네 고민했었는데 의견을 들어보니 후보자1이 괜찮을것같아요","🤵무지","2024-12-22 14:09:22"
45,"그럼 이유로는 근무 경력이 길고 넓은 인간관계로 협력적인 리드로 적합하다","🤵 터보","2024-12-22 14:10:36"
46,"하면 어떨까요","🤵 터보","2024-12-22 14:10:38"
47,"좋아요","🤵라이언","2024-12-22 14:10:50"
48,"네 좋습니다","🤵무지","2024-12-22 14:10:56"
