id,content,sender,sentTime
1,"근무 경력을 본다면, 23년 근무하신 후보자1 님이 가장 안정적일 것 같습니다. 사내 평판도 아주 뛰어나시네요.&nbsp;","🤵여름","2024-12-17 16:30:06"
2,"저도 그렇게 생각합니다만, 다만 걸리는게 최근 과도기에 놓여져있고 혁신이 필요하다고 생각하지만 후보자1분이 그에 관해 발빠르게 맞출지 의구심이 듭니다.","🤵동","2024-12-17 16:31:26"
3,"저는 후보자2 님을 추천하고 싶습니다. 짧은 경력기간이지만 조직 기여도 평가가 높고 이는 회사를 충분히 이해하고 있다고 생각합니다.<br>","🧑‍💼오이","2024-12-17 16:31:35"
4,"장기적 미래성장을 위해서는 후보자2님이 회사의 앞으로 미래를 안정적으로 이끌어나갈 인재라고 생각합니다.","P40👶","2024-12-17 16:32:12"
5,"사내평판은 말그대로 회사 내에 인원이 평가를 내리는 것이 때문에 친분이나 주관적인 지표가 들어갈 수 밖에 없다고 생각이 듭니다.<br>","🧑‍💼오이","2024-12-17 16:32:25"
6,"저도 후보자2님이 좋을것같다는 생각이 듭니다. 후보자3님과 근무경력에서 큰차이가 나지 않지만 높은 성과를 보이고 있어 더 높은 잠재력을 가지고있다고 생각합니다","🤵동","2024-12-17 16:33:03"
7,"근무 경력이 너무 짧지 않나요? 안정성에서는 부족함이 있을 것 같습니다.&nbsp;","🤵여름","2024-12-17 16:33:42"
8,"후보자2님은 사내공로 수상 경력도 있으시고 조직기여도도 높기 떄문에 부족함 없을거 같습니다","P40👶","2024-12-17 16:33:54"
9,"근무 경력이 짧음에도 불구하고 사내 공로 수상 경력도 있고 기여도도 높은편이므로 앞으로는 더 안정적일 수 있다고 생각이 듭니다.","🧑‍💼오이","2024-12-17 16:34:41"
10,"근무 경력이 짧은 것에 불구하고 많은 기여도가 있으며 높은 성과를 보이고 있기에 더 좋다고 생각합니다","🤵동","2024-12-17 16:35:01"
11,"그것으로 낮은 평판과 짧은 경력이 보완이 될까요?<div>저희는 검증된 인력도 중요하지만, 안정성도 고려해야 합니다.&nbsp;</div>","🤵여름","2024-12-17 16:36:36"
12,"또한 최근에는 구조조정이 필요하기에 짧은 근무경력이 더 급작스러운 변화를 받아들이기에 장점이 될 수 있다고 생각합니다","🤵동","2024-12-17 16:36:49"
13,"근무경력이 조직의 안정성과는 별개라고 생각되며, 전문성과 사고능력이 높은 후보자2님이 장기적으로 회사의 안정적인 미래성장을 위한 역할을 해 줄 수 있을거라고 생각합니다.&nbsp;","P40👶","2024-12-17 16:36:51"
14,"다들 그렇게 생각하시면 후보자 2번으로 결정해야겠네요.&nbsp;","🤵여름","2024-12-17 16:37:51"
15,"죄송합니다 의견을 바꿔도 될까요?","🤵동","2024-12-17 16:38:38"
16,"네, 말씀해주세요","🤵여름","2024-12-17 16:39:03"
17,"후보자1님으로 바꾸고 싶습니다","🤵동","2024-12-17 16:39:11"
18,"이유가 궁금합니다.<br>","🧑‍💼오이","2024-12-17 16:39:18"
19,"저는 처음에 기업이 구조조정을 하는 이유가 위기에 놓여있다고 이해했었는데","🤵동","2024-12-17 16:39:58"
20,"다시 읽어보니 그러한 설명은 없고 좀더 단단해지기 위한","🤵동","2024-12-17 16:40:51"
21,"넥스트 이노베이션은 혁신적인 기술과 안정적인 서비스로 업계 선두를 지키고 있는 기업입니다. 최근 회사는 빠르게 변화하는 시장 환경 속에서 내부 안정성을 강화하고 외부 경쟁력을 유지해야 하는 중요한 과도기에 놓여 있습니다.","🤵동","2024-12-17 16:40:51"
22,"구조조정이 필요한 회사에서 안정성을 위해 긴경력의 인원을 선택하는건 앞으로의 미래발전보다는 지금 현실 그대로 변화없는 조직이 될 거 같아 미래 성장을 위해 후보자2님이 꼭 필요하다고 생각합니다.&nbsp;","P40👶","2024-12-17 16:41:49"
23,"저도 비슷한 이유에서 혼란스러운 분위기를 안정시킬 수 있는 것은 이미 회사에 오래 계신 분이라고 생각합니다.&nbsp;<div>오래 근무하신만큼 회사 분위기를 잘 이끌어주실 것 같습니다.&nbsp;</div><div>다른 분들의 이력도 너무 좋지만, 모두를 화합해서 안정적이게 이끌어갈 수 있는 분은 후보자1 이 아닐까요?</div>","🤵여름","2024-12-17 16:42:10"
24,"흠.. 저는 내부 안정성을 강화하고 외부 경쟁력을 동시 유지해야한다면 더욱이나 후보자 2님이 되어야한다고합니다. 후보자1님은 내부 안정성을 강화하는데 사내평판 및 경력을 기반으로 능력이 있는 것으로 보이지만 외부 경쟁력에 대한 지표가 없다고 생각이 듭니다.","🧑‍💼오이","2024-12-17 16:46:01"
25,"흠 근데 결정을 해야하는 시간인 것 같은데,,&nbsp;어떻게 결정을 정해보면 좋을까요??","🧑‍💼오이","2024-12-17 16:47:32"
26,"네 내부 안정성을 강화하는데 후보자2님이 성과평가나 수상경력을 봐도 안정성 유지에 기여 할 수 있을 거라고 생각합니다.&nbsp;","P40👶","2024-12-17 16:47:33"
27,"미래 성장에 더욱 중요한 것은 내부 결속력이라고 생각하지만...","🤵여름","2024-12-17 16:47:54"
28,"동님은 어떻게 생각하시나요?","🤵여름","2024-12-17 16:48:36"
29,"오래근무한 인원이 내부 결속력을 잘 다진다는 보장이 있을지도 판단해봐야 할 거 같네요&nbsp;","P40👶","2024-12-17 16:48:37"
30,"후보자2님으로 하겠습니다","🤵동","2024-12-17 16:49:08"
31,"네, 그럼 후보자 2님으로 정하는게 맞겠네요&nbsp;","🤵여름","2024-12-17 16:49:27"
32,"<div>후보자2</div><div>근무 경력이 짧음에도 불구하고 사내 공로 수상 경력도 있고 기여도도 높은편이므로 앞으로는 더 안정적일 수 있다</div><div>로 정리해보았습니다&nbsp;</div>","🤵여름","2024-12-17 16:50:43"
33,"넵 좋습니다. 감사합니다.","🧑‍💼오이","2024-12-17 16:50:52"
