id,content,sender,sentTime
1,.,"무지(주니어)","2024-12-21 19:51:50"
2,.,"멋쟁이 프로도","2024-12-21 19:51:59"
3,"업체2는 아직 협업한 적이 없어 대규모 프로젝트를 바로 계약하기에는 무리가 있다고 생각됩니다","멋쟁이 프로도","2024-12-21 19:56:13"
4,"고객 피드백도 가장 낮구요","멋쟁이 프로도","2024-12-21 19:56:29"
5,"하청은 탄탄한 업체가 좋다고 생각듭니다","화나서방방뛰는튜브 🤵","2024-12-21 19:56:53"
6,"아 이거 어렵네요..","무지(주니어)","2024-12-21 19:57:03"
7,"마치 과대적합과 과소적합 사이 적절한 지점을 찾는 느낌인거 같습니다,,","무지(주니어)","2024-12-21 19:57:42"
8,"어떤점이 어려우실까?","화나서방방뛰는튜브 🤵","2024-12-21 19:57:42"
9,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","무지(주니어)","2024-12-21 19:57:45"
10,"저두요 하청 특성상 저희 지시에 수행을 잘 해주면 되는 역할일거 같고, 고객이 검증된 파트너와의 협력을 선호한다는 점에서 고객 피드백도 좋고 협업을 오래 해온 1번 업체가 제일 적합하다고 생각합니다!&nbsp;","🤵우가우가","2024-12-21 19:58:12"
11,"제 의견을 내보겠습니다","무지(주니어)","2024-12-21 19:58:26"
12,"업체 2는 고객 피드백도 낮고 협업도 안해봐서 저희 요구사항을 잘 들어줄지를 잘 모르겠어요","🤵우가우가","2024-12-21 19:58:31"
13,"성과 점수가 상대적으로 낮지만&nbsp; 오랜기간 함께 프로젝트를 해온 1번 하청업체가 적합하다고 생각합니다","멋쟁이 프로도","2024-12-21 19:58:38"
14,"<font _mstmutation=""1"" _msttexthash=""140458136"" _msthash=""72"">1번업체가 고객피드백도 가장 좋고요</font>","멋쟁이 프로도","2024-12-21 19:59:08"
15,"그리구 대규모 프로젝트인데 직우너수 50명인 업체가 감당할 수 있을지도 모르겠네요","🤵우가우가","2024-12-21 19:59:35"
16,"<font _mstmutation=""1"" _msttexthash=""398355373"" _msthash=""86"">주요 고객이 직접 연관되었다고 하니, 모험을 하지 않는 편이 좋겠습니다</font>","멋쟁이 프로도","2024-12-21 19:59:43"
17,"평점은 개개인의 생각이지만 리뷰가 그만큼 많다는건 사용자들도 많다는거 아닐까요 ?&nbsp;","화나서방방뛰는튜브 🤵","2024-12-21 19:59:55"
18,"넵 제 생각도 동일합니다","🤵우가우가","2024-12-21 19:59:56"
19,"<font _mstmutation=""1"" _msttexthash=""348165961"" _msthash=""96"">실험 지시에서도 보수적인 선택을 해야한다고 강조하기도 하구요</font>","멋쟁이 프로도","2024-12-21 20:00:04"
20,"실험중에 이런말해도 되나 모르겠는데.. 무지님이 어렵다고 생각하신 부분은 뭔가요? 뭔가 제가 생각나는게 있어서","멋쟁이 프로도","2024-12-21 20:00:41"
21,"<font _mstmutation=""1"" _msttexthash=""204014538"" _msthash=""116"">ㅎ시니어랑 주니어가 받은 자료 다른거아니에요?&nbsp;</font>","멋쟁이 프로도","2024-12-21 20:01:00"
22,"업체 2는 성과점수는 높으나, 협업기간이 적고 고객 리뷰도 적어 표본 자체가 적기 때문에 98점을 그대로 신뢰하기란 어려울 거 같구요,, 고객 피드백이 너무 낮습니다. 수상과 같이 정량적인 강점으로 드러나지 않은 부족한 점이 있을거라고 생각합니다. 업체 1은 성과는 낮지만 피드백이 높아 무난무난한 업체라고 생각하구요, 업체 3은 성과는 1보다 높고 피드백은 낮은데 수상내역이 있는게 강점입니다. 그러나 대규모 프로젝트라는 중요한 프로젝트라 협업기간이 길고 완료 프로젝트가 더 많은 1번이 위험성을 낮추는 것이라 생각하여 1번이 적절하다고 생각합니다","무지(주니어)","2024-12-21 20:01:39"
23,"자료는 같습니다만 역할이 다릅니다!","무지(주니어)","2024-12-21 20:01:50"
24,"<span style=""font-size: 15.04px;"" _msttexthash=""28387788"" _msthash=""148"">동의합니다</span>","멋쟁이 프로도","2024-12-21 20:03:29"
25,"튜브님은 탄탄한 업체가 좋다고 생각한다셨는데, 어떤 업체가 탄탄한 업체라고 생각하실까요?","🤵우가우가","2024-12-21 20:03:46"
26,"1번업체요&nbsp;","화나서방방뛰는튜브 🤵","2024-12-21 20:03:56"
27,"그럼 저희 다 1번으로 의견 통일된거죵??","🤵우가우가","2024-12-21 20:04:12"
28,"넵","멋쟁이 프로도","2024-12-21 20:04:23"
29,"네넵","무지(주니어)","2024-12-21 20:04:31"
30,"시간이 너무 많이 남았는데 어뜨카죠 ㅇㅅㅇ,,ㅎㅎㅎㅎㅎ","🤵우가우가","2024-12-21 20:04:41"
