id,content,sender,sentTime
1,"시니어님들 혹시 제가 생각한 업체에 대해 이야기 드려도 괜찮을까요?","👶마니","2024-12-22 16:23:32"
2,"저는 a 기업이 우리 회사와의 가장 오랜 기간 협업해왔기에, 큰 리스크 없이 협업할 수 있을 거라 생각합니다.","빈털터리 제이지🤵","2024-12-22 16:23:33"
3,"넵","🤵겨울","2024-12-22 16:23:39"
4,"넵!","빈털터리 제이지🤵","2024-12-22 16:23:39"
5,"저는 업체 2번을 생각해봤어요","👶마니","2024-12-22 16:23:49"
6,"이유가 있으신가요?","🤵겨울","2024-12-22 16:24:16"
7,"비록 업체 2번이 우리와 협업한 적도 없고 규모가 작은 회사라는 것은 리스크가 있지만","👶마니","2024-12-22 16:24:18"
8,"수상내역이나 성과 점수가 다름 두 업체에 비해 훨씬 좋아요","👶마니","2024-12-22 16:24:36"
9,"그런데 피드백은 제일 낮아요","🤵겨울","2024-12-22 16:24:47"
10,"네 저도 자료를 검토해보니 A업체가협력기간도 길고 고객 피드백점수도 높아서 프로젝트 일정, 품질 등 모두 충족시키기 적합한거같습니다.","해모용🤵","2024-12-22 16:24:50"
11,"우리 회사가 혁신 기술을 가장 강점으로 가지고 있는 회사이고, 시장환경이 빠르게 변화하고 있기 때문에","👶마니","2024-12-22 16:25:27"
12,"성과평가가 낮은 업체 1은 너무 안정만 생각하는 것이 아닌가 하는 생각이 들었어요","👶마니","2024-12-22 16:25:50"
13,"이번 프로젝트에 회사의 사활을 걸고 있는데 업체2번은 너무 리스크가 크지 않을까요?","🤵겨울","2024-12-22 16:26:01"
14,"2번업체가 수상내역은 우수하나, 상대적으로 고객 피드백이 낮은게 리스크가 큰듯합니다.","해모용🤵","2024-12-22 16:26:10"
15,"외부경쟁력을 위해서는 약간의 위험도 감수해야하지 않을까 싶은 생각도 있어요","👶마니","2024-12-22 16:26:11"
16,"업체2는 규모가 너무 작아 보여 프로젝트를 안정적으로 진행할 수 있을지 의문입니다..","🤵겨울","2024-12-22 16:26:40"
17,"저도 그 고객 피드백 측면이 가장 걸리는 점이긴 합니다..","👶마니","2024-12-22 16:26:43"
18,"업체1이 아니라면 2순위는 업체3이 맞는 거 같구요..&nbsp;","🤵겨울","2024-12-22 16:27:11"
19,"그런데 경쟁력 강화를 위해서는 업체1을 벗어날 필요도 있어 보입니다.","🤵겨울","2024-12-22 16:27:46"
20,"네 시니어 겨울님의 말씀처럼 경쟁력 강화를 생각하면 업체 1번은 좋은 선택지라고 보기는 조금 힘들어 보여요","👶마니","2024-12-22 16:28:27"
21,"이유를 알 수 있을까요?","빈털터리 제이지🤵","2024-12-22 16:28:28"
22,"이번 프로젝트는 회사의 역량보다는 하청 업체의 역량이 중요할 것으로 보이는데, 업체1은 우리와 오래 일하고 신뢰할 수 있기는 하지만 너무 안정적으로 가는 방법은 아닐까 하는 생각이 듭니다.","🤵겨울","2024-12-22 16:29:57"
23,"업체 1번의 경우 성과평가가 다른 업체에 비해 현저히 낮습니다. 협업을 12년이나 했는데 수상실적도 없고 큰 성과가 없다는 것은 해당 업체의 경쟁력이 있다고 보기는 힘들지 않을까요?","👶마니","2024-12-22 16:30:02"
24,"저희가 업계 선두를 지킬 수 있었던 것에 업체1의 공도 컸을 거라 생각합니다.","빈털터리 제이지🤵","2024-12-22 16:30:03"
25,"수상실적을 크게 신경쓰지 않았을 확률도 있다고 생각했고요.","빈털터리 제이지🤵","2024-12-22 16:30:35"
26,"기업이 능력이 있고 경쟁력이 있었으면 자연스레 수상을 할 가능성이 높아지는데 12년간 없었다는 것은 조금 아쉬움이 있다고 생각해요","👶마니","2024-12-22 16:31:29"
27,"그냥 저희가 계속 자기 업체를 써주니까 안일한 점도 없지 않을까요?","🤵겨울","2024-12-22 16:31:57"
28,"성과 점수가 제일 낮은 부분도 같은 결로 보입니다.","🤵겨울","2024-12-22 16:32:21"
29,"시니어 겨울님 말씀에 동의합니다","👶마니","2024-12-22 16:32:38"
30,"그런데 회사 입장에서는 안전하게 업체1로 가는 것이 맞을 거 같아 보이기도 하고.. 어렵네요","🤵겨울","2024-12-22 16:32:59"
31,"시니어 해모용님은 어떻게 생각하세요?","🤵겨울","2024-12-22 16:33:12"
32,"업체 3의 경우 우리와 협업 기간도 있고 프로젝트도 완료한 경험이 있으나","👶마니","2024-12-22 16:33:12"
33,"*있으니","👶마니","2024-12-22 16:33:20"
34,"최종결정은 저희가 하는거긴해도 우선 고객은 안정적이고 검증된 파트너를 선호한다고 하시니...저희가 2번업체를 선택하려면 그만큼 고객을 설득할 근거가 있어야 할거같습니다.","해모용🤵","2024-12-22 16:33:28"
35,"내부 안정성도 강화하고 외부 경쟁력을 유지할 수 있을것 같아요","👶마니","2024-12-22 16:33:45"
36,"일반적인 소규모 프로젝트였으면 업체2와 함께 협업이 가능했을 것 같은데, 대규모라 해모용님 말씀에도 일리가 있습니다..","🤵겨울","2024-12-22 16:35:07"
37,"시니어 두 분은 다 업체1이 나으신 거죠?","🤵겨울","2024-12-22 16:35:31"
38,"네 저는 업체1이 낫다고 생각합니다.","빈털터리 제이지🤵","2024-12-22 16:36:20"
39,"네 겨울님 말씀처럼 소규모였다면 2번업체 협업도 가능했으리라 봅니다~ 대규모고 회사 신뢰에 관계되다보니 저는 업체 1번이 나은거같습니다.&nbsp;","해모용🤵","2024-12-22 16:36:43"
40,"마지막으로 혹시 한마디 드려도 괜찮을까요?","👶마니","2024-12-22 16:37:53"
41,"넵","빈털터리 제이지🤵","2024-12-22 16:37:57"
42,"감사합니다!","👶마니","2024-12-22 16:38:02"
43,"시니어분들이 1번 업체에 대한 안정성과 신뢰등을 생각하시는 것 충분히 이해가 되지만, 회사가 지금 과도기에 놓여있고 어느정도는 도전을 해야한다고 저는 생각했어요","👶마니","2024-12-22 16:38:47"
44,"그래서 이번에는 업체 1번이 아닌 다른 업체와 계약하여 새로운 시도를 해보는 것도 좋지 않을까 생각하고, 위에서 말씀해주신것처럼 업체2번은 리스크가 너무 크다는 것도 인정합니다.","👶마니","2024-12-22 16:39:29"
45,"그래서 저는 업체 3번도 충분히 고려해볼만한 선택지라고도 생각이 듭니다!","👶마니","2024-12-22 16:39:49"
46,"끝입니다!","👶마니","2024-12-22 16:40:06"
47,"주니어님 말씀에 동의합니다.. 하지만 업체2는 과도기가 지난 후 회사가 안정기에 들었을 때 한번 일해볼 수 있다는 생각이 듭니다..","🤵겨울","2024-12-22 16:40:51"
48,"생각해보시고 의견 알려주시면 제가 결정된 내용 올리겠습니다.","👶마니","2024-12-22 16:41:07"
49,"시니어님들 말씀 부탁드려요! 저는 업체1 하겠습니다.","🤵겨울","2024-12-22 16:41:37"
50,"마니님 말씀도 옳습니다. 과감한 결단없이는 발전도 없는것도 사실이지요. 그러나 전제조건들이 너무 무겁게 다가오네요. (품질 순조로운 협업 , 검증된 파트너 등등) 저는 업체 1번으로 하겠습니다.","해모용🤵","2024-12-22 16:42:26"
51,"저도 과도기에 놓여있다는 점에서 혁신이 필요하다는 생각에는 동의했습니다. 그래서 업체2와 3 역시 다시 고려해보게 되었으나, 아무래도 굉장히 안정적인 고객 피드백 점수가 마음에 걸려 1을 선택해야 할 것 같습니다.","빈털터리 제이지🤵","2024-12-22 16:42:51"
