id,content,sender,sentTime
1,"이번에도 아까처럼 각자 순위 이야기 후 이유 설득으로 진행할까요?","🤵졸린 라이언","2024-12-21 16:51:26"
2,"네","👶P28","2024-12-21 16:51:31"
3,"네","🤵페드로","2024-12-21 16:51:38"
4,"ㄴ[ㅂ","🤵하츄핑","2024-12-21 16:51:42"
5,"넵","🤵하츄핑","2024-12-21 16:51:43"
6,"저는 후보1, 후보2, 후보3 순입니다!&nbsp;","🤵졸린 라이언","2024-12-21 16:51:56"
7,"저는 후보자 2,1,3 순서요","👶P28","2024-12-21 16:51:58"
8,"저는 1,2,3 순 입니다!","🤵페드로","2024-12-21 16:52:24"
9,"전 1=2 3순이요!","🤵하츄핑","2024-12-21 16:52:49"
10,"1과 2는 조금 더 생각해봐도 될까요?","🤵하츄핑","2024-12-21 16:53:06"
11,"넵!","🤵졸린 라이언","2024-12-21 16:53:15"
12,"<div>후보1: 11</div><div>후보2: 10</div><div>후보3: 4</div>","🤵졸린 라이언","2024-12-21 16:53:17"
13,"공동순위는 모두 3점 부여하였습니다","🤵졸린 라이언","2024-12-21 16:53:24"
14,"네","👶P28","2024-12-21 16:53:31"
15,"저는 후보 1이 가장 좋은 선택지라고 생각하는데, 현재 구조조정이나 리더십 교체로 혼란한 상황이기 때문에 인망이 좋고 회사 사정을 잘 아는 근속 근무자가 팀장이 되어야 한다고 생각합니다","🤵졸린 라이언","2024-12-21 16:54:22"
16,"1과2는 기여도 평가와 사내 평판이 트레이드오프 관계인것 같고 3은 포지션이 애매하다고 생각했어요.<br>1과 2중에는 현재 혼란스러운 회사 내부 사정이있으니 회사를 잘 알고 평판이 좋아 이사회도 선호할수있는 1을 1순위로 했습니다!","🤵페드로","2024-12-21 16:54:31"
17,"전 1은 근무경력과 사내 평판이 좋아 회사 내부의 안정성을 유지하는데는 좋을 것 같지만 성과가 없어 미래의 성장이 될지가 의문입니다. 후보자 2는 1과 그 반대라고 생각했구요! 그래서 조금 고민이 되었습니다.&nbsp;","🤵하츄핑","2024-12-21 16:54:50"
18,"저도 비슷한 의견인데 1과 2중에 장기적인 안정성을 바라본다면 후보자2가 더욱 어울린다고 생각됩니다","👶P28","2024-12-21 16:55:19"
19,"저도 하츄핑님 말에도 공감하는게 현재 성과 극대화도 중요한 문제인데 후보 1은 성과가 후보 2보다 크게 낮은 점이 걸립니다","🤵졸린 라이언","2024-12-21 16:55:32"
