id,content,sender,sentTime
1,"안녕하세요","🤵천원의아침밥","2024-12-16 16:42:58"
2,"네, 안녕하세요. 이번에도 아까와 비슷한 task 네요","🤵JYW","2024-12-16 16:43:11"
3,"안녕하세요","👶생각하는 라이언","2024-12-16 16:43:13"
4,"각자 우선순위를 말해볼까요?","🤵JYW","2024-12-16 16:43:17"
5,"전 1, 3, 2 순입니다.&nbsp;","🤵Uni","2024-12-16 16:43:49"
6,"전 1 3 2 입니다.","🤵JYW","2024-12-16 16:43:51"
7,"저도 132입니다","👶생각하는 라이언","2024-12-16 16:44:05"
8,"전 3, 1, 2 입니다","🤵천원의아침밥","2024-12-16 16:44:06"
9,"오 세명은 의견이 일치하네요","🤵JYW","2024-12-16 16:44:15"
10,"아침밥님, 3 1 2로 생각하신 이유가 어떻게 되실까요?","🤵JYW","2024-12-16 16:44:31"
11,"협업에서는 성과보다는 고객 피드백이 중요하다고 생각했습니다","👶생각하는 라이언","2024-12-16 16:44:34"
12,"라이언님 의견에 동의합니다. 고객 피드백이 가장 중요하다고 판단되었습니다.","🤵JYW","2024-12-16 16:44:50"
13,"넵 저도 고객 피드백을 가장 중심으로 보았습니다.","🤵Uni","2024-12-16 16:45:10"
14,"그리고 2번은 협업 기간도 없고, 완료 프로젝트도 없고, 직원수도 작다는 게 아쉬웠고,","🤵JYW","2024-12-16 16:45:17"
15,"3번과 1번에 큰 차이를 두지는 않았지만","🤵천원의아침밥","2024-12-16 16:45:20"
16,"무엇보다 성과점수가 높지만, 고객 리뷰수가 작은게 아쉬워서 2번은 제일 후순위로 생각하게 되었습니다","🤵JYW","2024-12-16 16:45:35"
17,"성과 점수를 조금 더 높게 보았습니다.","🤵천원의아침밥","2024-12-16 16:46:02"
18,"저도 협업기간, 완료 프로젝트, 고객 리뷰수, 직원 수 모두 다른 업체보다 낮아서 후순위로 생각했습니다.","🤵Uni","2024-12-16 16:46:04"
19,"성과점수가 3번이 1번보다 좋은게 사실이긴 합니다만, 다른 수치들에서 업체 1이 너무 안정성이 높다고 생각했습니다.","🤵JYW","2024-12-16 16:46:36"
20,"저도 1번과 3번의 차이는 크게 없다고 느껴지긴 합니다.","🤵Uni","2024-12-16 16:46:37"
21,"JYW님과 동일하게 안정성 때문에 1번을 우선으로 두었습니다.","🤵Uni","2024-12-16 16:46:51"
22,"저도 협업기간이 길다보니 합이 잘 맞고 일의 효율성이 높을 것이라고 생각했습니다","👶생각하는 라이언","2024-12-16 16:47:10"
23,"직원수가 많고 고객 리뷰수가 많다는 점으로 미루어보아, 세 업체 중 관련 분야에서 가장 유명한 회사이지 않을까 생각이 드는데, 이런 부분이 회사 대외 신뢰에 긍정적으로 영향을 줄 수 있을 것 같습니다.","🤵JYW","2024-12-16 16:47:50"
24,"프로젝트를 대성공하기 위해서는 약간의 도전도 필요하다고 생각했습니다","🤵천원의아침밥","2024-12-16 16:47:55"
25,"고객피드백이나 직원 수가 2번처럼 낮은 것도 아니고","🤵천원의아침밥","2024-12-16 16:48:19"
26,"이미 협업을 해본 경험, 낮지 않은 고객피드백 하지만 1번보다는 성과가 좋다는 점에서","🤵천원의아침밥","2024-12-16 16:48:42"
27,"제가 선택을 해야한다면 3번을 신뢰해보고 싶어서","🤵천원의아침밥","2024-12-16 16:49:10"
28,"3번 1번 2번 순으로 결정하였습니다","🤵천원의아침밥","2024-12-16 16:49:17"
29,"저도 아침밥님 의견에 이해되는 것이,&nbsp; 고민이었던 부분은 경쟁력 강화를 위한 대규모 프로젝트였다는 부분인데, 너무 오랜 시간 같은 업체랑 하다 보니 경쟁력 강화에는 어려운 선택일 수도 있지 않을까 하긴 했습니다.","🤵Uni","2024-12-16 16:49:21"
30,"예를들어, 삼성이 A 혹은 B 라는 중견 업체와 협업을 해야하는데, A가 그 분야에서 가장 유명도가 높은 회사이고, B는 그에 비해서는 약간 유명도가 낮다고 생각해봅시다.<br><br>이런 상황에서, A와 협업하는 게 주주들의 신뢰를 얻기에는 더 좋은 선택이 될거라고 생각됩니다 :) 주요 고객들도 물론이구요.","🤵JYW","2024-12-16 16:49:31"
31,"다만, 주요 고객이라는 점이라는 부분에서 안정성에 도전적인 선택이 조금 밀린 거 같아요.","🤵Uni","2024-12-16 16:49:41"
32,"6점이면 성과가 크게 차이나지는 않는다고 생각이 되는데 안정성점수까지 고려하면 1번이 좋을 것 같습니다","👶생각하는 라이언","2024-12-16 16:49:43"
33,"프로젝트 일정과 품질, 순조로운 협업, 순조로운 협업을 보았을 때","🤵천원의아침밥","2024-12-16 16:50:23"
34,"성과 점수가 높다는 점에서 결과물이나 고객피드백 차원에서 더 좋은 결과를 가져올 잠재력?","🤵천원의아침밥","2024-12-16 16:51:11"
35,"이 있다고 생각했습니다.","🤵천원의아침밥","2024-12-16 16:51:15"
36,"순조로운 협업 면에서는 1번이 더 좋은 선택이라고 생각되네요.","🤵JYW","2024-12-16 16:51:20"
37,"음 잠재력은 말 그대로 잠재력인 것 같습니다.","🤵JYW","2024-12-16 16:51:36"
38,"잠재력이 발휘 될지도 미지수이고, 된다 한들 언제 발휘될지 알 수 있을까요 ㅎㅎ","🤵JYW","2024-12-16 16:51:55"
39,"이런 변수는 주요 고객들이 좋아하지 않는 상황일 것 같습니다.","🤵JYW","2024-12-16 16:52:06"
40,"저는 고객 피드백이 높아야 프로젝트 일정과 품질에 이슈가 생겨도 해결이 가능하다 생각합니다","🤵Uni","2024-12-16 16:52:14"
